Type,created_at,favorite_count,geo_enabled,id,retweet_count,source,text,time_zone,user_created_at,user_description,user_followers_count,user_friends_count,user_id,user_location,user_name,user_screen_name
,04/19/17 12:58,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,07/31/11 2:51,Redskins | Wizards | Nationals | Capitals,171,163,345736094,DC,YønasMekønen,yonasmekonen
,04/19/17 12:56,0,,8.55E+17,505,Twitter for iPhone,RT @__eolhC: sooo did they ever find the rest of the missing black girls in DC?,,04/22/16 13:26,love back ❣️,213,365,7.24E+17,MD,Sarah :),s_arahirwin
,04/19/17 12:55,0,,8.55E+17,261,Twitter for iPad,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,07/27/09 18:14,"AVID Trump/Pence supporter, wife, mother of 5 - 2 military boys, 3 daughters. 2 grandsons ❤ MAGA",4728,3817,60667165,TN,Heather,hwhittle74
,04/19/17 12:54,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,12/30/10 5:23,,539,290,232073061,DC,💋,_Taylorcamillel
,04/19/17 12:53,0,,8.55E+17,261,Twitter Lite,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,04/11/17 18:48,,1,16,8.52E+17,VA,JustRatchet,Callme_Ratchet
,04/19/17 12:53,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,02/28/16 4:33,,67,137,7.04E+17,TX,Willis Carter,dbl_u_c
,04/19/17 12:53,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,11/10/09 1:19,"I have lot's of dreams...can't say or won't come true. Love Smallville, Dexter & Six Feet Under.  Ship Clois , Cory/Topanga , & Gilbert❤Anne.",232,198,88816714,TX,LoveHurts38,LoveHurts38
,04/19/17 12:53,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,07/08/11 2:27,"Originator of #Starting5 .
 #HU15 #Wisconsin Battle Rap Enthusiast. Y.N.M.T.D",617,473,331373408,DC,The Boom Boom Room,CoachKdot
,04/19/17 12:52,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,03/16/12 15:59,"Beautiful without measure, resilient without end - Janeille.",403,467,526533141,FL,Duppy Conqueror,janmc92
,04/19/17 12:51,0,,8.55E+17,1,dlvr.it,"4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. MissingDCkids https://t.co/AXkHyARL5h",,10/12/09 19:55,"Latest news from Washington, DC. Updates are frequent. For local news addicts.",1606,14,81913437,DC,Washington Press,WashingtonCP
,04/19/17 12:47,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,01/16/09 22:02,"Muslimah, wife, mom of 4 boys, HBCU grad, U.S. Navy spouse,Education activist with Background in Sociology and Social Policy #tennismom #trackmom",986,955,19087781,MD,JOHANNA,HybridHanna
,04/19/17 12:42,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,08/22/16 17:52,"""aggressive"" and ""different"" || @ralphnortham || @Americanu alum || fmr @vademocrats || 860.202.+31.703.434.804 || {thoughts are my own} #virWONia",245,291,7.68E+17,VA,Nicole Otake,notake94
,04/19/17 12:42,0,,8.55E+17,261,MyDCANews,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,01/21/17 3:08,Washington D.C. News Coverage: @NBCWashington @WUSA9 @ABC7News @Fox5DC @NewsChannel8,47,8,8.23E+17,DC,My Washington News,MyDCANews
,04/19/17 12:41,0,,8.55E+17,261,Twitter Web Client,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,07/18/11 17:22,"Soon-to-be Wifey 💍 | Foodie | Washington Redskins Obsessed 💛🏈❤️ | Fitness 💪🏻 ✨ Live in such a way that if someone spoke ill of you, no one would believe it 💕",1915,882,337838794,DMV,Katelyn,Kateeayy
,04/19/17 12:40,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,05/30/12 23:30,"~Bright as sunshine, sweet as sugar~
Yesterday I was clever, so I wanted to change the world. Today I am wise, so I am changing myself.”",124,447,594996677,DC,S.Rai,Suga_Sunshine
,04/19/17 12:40,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,02/26/11 4:16,"I'm on the pursuit of happiness and I know, everything that shine aint always gunna be gold. VT '16 #hokies",720,648,257777351,DMV,Jenna,jayy_peezyy
,04/19/17 12:39,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,05/21/14 0:10,"Faith is risky, unbelief is deadly.",1080,510,2556308632,NJ,Jor,JordanTisdale_
,04/19/17 12:39,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,03/02/11 19:48,NOLA-born Iowa transplant to DC via NYC & Paris | #RedCrossNCR volunteer | Digital Diplomacy & #IntlEd enthusiast | #Fulbright evangelist | Opinions are my own,976,1829,259879111,DC,BJ,BJMcDC
,04/19/17 12:39,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,10/14/11 13:47,"Not today Satan. Never my President, never say his name.",664,2002,390743428,DC,Sad for America,SAThurstonDC
,04/19/17 12:36,0,,8.55E+17,261,Twitter Web Client,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,02/26/17 5:38,"Once you figure out who you are and what you love about yourself, I think it all kind of falls into place.",45,48,8.36E+17,IA,Bose Bam,Bossbam3
,04/19/17 12:36,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,04/11/09 3:49,Music & Loveaholic. #ROLLTIDE ♍️ #JimmyGraham /congrats on a great career #DWare / #JRLemon ❤. ⚜🐘🅰️,529,319,30390592,AL,Alicia,ATM25
,04/19/17 12:36,0,,8.55E+17,261,Tweetbot for iΟS,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,01/23/09 16:48,"History nerd, architecture lover, reader, traveler, sports fan, feminist, beer drinker, D.C. resident. Director of Social Media at @SavingPlaces. #resist",1285,332,19401885,DC,Sarah Heffern,smheffern
,04/19/17 12:34,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,03/01/15 1:15,Rippin' T's since 1990. Home for all fest season shirts and tanks. (Not affliated with Ohio University) order at- oubestts@gmail.com,41,1371,3065067436,OH,OUBestTs,OUbestTs688
,04/19/17 12:33,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,11/05/09 16:32,I'm from Michigan.... Don't ask me why I came to Indiana.,1850,1511,87725644,IN ,Ambitious.,__Nadineeee
,04/19/17 12:32,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,04/29/11 20:18,"22. | Mangos,peaches, and limes......the sweet life. | Artist. | Haitian. #TheBrothers",1264,1021,290149473,MD,Father. 🇭🇹,grandeurveli
,04/19/17 12:30,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,10/16/11 16:51,"Servant/Wife/Mother/DST Sorority, Inc. NCCU&DePaul/CEO Sweet Potato Kids, Inc.",533,943,392162073,MD,Michele Davis,sunshine2soul
,04/19/17 12:29,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,03/26/11 0:09,Tryna make something happen between naps.,614,422,272173206,TX,Salt,DopeDreamsDonny
,04/19/17 12:29,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,09/23/10 15:07,"Health System Management. Christ, Sports, Food, Lifestyle,Positive vibes, sometimes politics",584,449,194149895,MD,Stephen Rhule,srhule
,04/19/17 12:28,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,04/05/09 20:16,2017 Dad Bod Champion & Sneaker Enthusiast. Each shoe tells a story & sneakers are my coloring book. Host of #KicksOnACouch Inquiries: Stuntastic210@gmail.com,1741,1960,29054320,TX,BRAD RADCOCK,Stuntastic210
,04/19/17 12:27,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,08/28/10 21:47,Shut Yo mouf when grown folks talking. Ya might learn something.,16786,1000,184169712,MI,Terrible Uno,SeanTheTerrible
,04/19/17 12:27,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,10/31/10 23:33,#Texas proud..  #God first and foremost Always Political junky,401,333,210645138,TX,Blessed_Life Sampson,girldeneen
,04/19/17 12:26,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,05/16/09 7:38,FAMU| TALLY | ZOE | #PCC | 6 Feet Tall | OT,2511,1472,40429030,FL,Z.O.E 🇭🇹,Nesly561
,04/19/17 12:26,0,,8.55E+17,261,Twitter Web Client,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,04/22/13 20:07,"38  mom of  3 beautiful Children that are my life ,  sons ages 16 and 19 and a daughter 21,  LOVE YOU MOM 11/1/54-11/2/12 LOVE YOU DAD 01/24/33-12/01/15",1229,4494,1373004278,MA,April Michelle,AprilApril14333
,04/19/17 12:25,0,,8.55E+17,505,Twitter for iPhone,RT @__eolhC: sooo did they ever find the rest of the missing black girls in DC?,,04/14/09 23:36,Isaiah 54:17. HamptonU Alumni. IG: _commedes    Follow IG: Blentivities,1000,561,31266051,DMV,Des ,_deesirable
,04/19/17 12:25,0,,8.55E+17,261,Twitter Web Client,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,06/02/08 15:06,"Thanks for stopping by @NBCWashington  -- the place to go for exclusive local stories, latest breaking news, weather and more.",242242,1564,14980820,DC,NBCWashington,nbcwashington
,04/19/17 12:25,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,07/23/09 22:17,"a college student, the struggling kind.... when I die bury me inside my local Publix grocery store.. if there isn't one, Kroger is fine too.",2647,959,59606194,NC,Lynnee.,ninaFATS
,04/19/17 12:24,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,04/16/09 20:22,"Lover of all things crafty & most things techy. I enjoy traveling. I love Ethiopians, I'm just not one.",1056,295,32138183,DMV,Snooki,NotEthiopian
,04/19/17 12:24,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,06/30/09 1:41,🎓 #HTTR #BlackLivesMatter,873,621,52262367,DC,דומיניק,Domo3k
,04/19/17 12:24,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,01/31/14 8:01,Pan Afrikan/Blacktop Activist/Parttime Poet/Entrepreneur/Father/Husband/,440,570,2320433214,NC,Brother Willson,3rdIye
,04/19/17 12:24,0,,8.55E+17,261,Twitter Lite,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,08/03/12 15:31,"Christian, husband, father, lawyer; passionate about the Bible, intentional hospitality, gardening, music, Southern food, beer, the front porch and Shakespeare.",271,953,735069313,MD,Conrad Deitrick,ConradDeitrick
,04/19/17 12:24,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,03/03/13 23:09,,518,656,1240030470,PA,G.N.I.C,chill_sonson
,04/19/17 12:23,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,05/26/10 1:40,TV Professional & Junkie|Coffee Addict|Foodie & Wine Aficionado|Ravens Nation|Francophile|Thrift Store Whisperer|Proud Baltimorean|Libra.,729,1368,148177025,MD,Anita Flaker,BlairNoProject
,04/19/17 12:23,0,,8.55E+17,261,Twitter Web Client,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,12/16/13 2:41,"Fueling pet awareness. Pet wellness
https://t.co/xgqsG1Z0q4",199,132,2248066363,MD,Angelbay1,1Angelbay
,04/19/17 12:22,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,04/17/09 23:08,"Married mom of two amazingly talented children, Liz and Stephen.",100,554,32647354,TX,Dee Young,lolodee
,04/19/17 12:22,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,06/08/10 13:56,Seventh-Day Adventist Christian. Michigan Alum BSN '11 〽️. ER Nurse.,201,333,153415151,MI,Blaxican,lvheilig
,04/19/17 12:20,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,12/30/10 4:55,"Starving artist, trying to make it.",824,609,232065638,OH,illmatic Jones,IndiaAlanna
,04/19/17 12:20,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,10/03/09 21:34,Giants.Yankees.Knicks.Music. Kanye.Beyonce. Jay-Z.Laughing. Ain't nothing like a Brooklyn girl. https://t.co/Ekv6rSRTh1 Instagram:RichbumJay🇵🇦🇯🇲,1010,699,79570681,NY,Cruella DeTRILL,vivalajayxoxo
,04/19/17 12:20,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,06/29/10 12:52,Don't get ya feelins hurt...,268,900,160908772,TX,♊♡♋,fatgrlgonskinny
,04/19/17 12:19,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,02/25/10 20:25,24,11215,676,117518298,TX,nique.,shvnique
,04/19/17 12:19,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,04/15/10 23:57,"The Anti-Gangsta Bitch, sporting new jew-als
Bears fan since 1985. Clippers fan since 1989. Hiphop Elitist since 1989. Sparks fan since 1997.",799,2340,133503358,CA,Breezy,SistaSoljaCtizn
,04/19/17 12:19,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,12/15/10 0:35,I ain't shit but that's no secret. Idgaf about your hometown it ain't Funky Town 〽 F.O.E. founder,1328,765,226758704,TN,Zora Neale Litson,ShugNoAvery
,04/19/17 12:19,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,12/04/12 2:26,"No acute distress, pleasant, well nourished, well-built",877,998,987853194,VA,Ryan Deem,Ryan_Deem
,04/19/17 12:19,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,01/11/11 1:58,"#FrankAllen|#MBA|#CEO| @FDAllenGroupInc
#NYC🍎|#Luxury #RealEstate #Sales|
#TheAllenGroup@ #NestseekersIntl|#Been on #BRAVO #MDLNY|#Pro #Athlete #Relocation",6138,5298,236644373,NY,FDAllenGroup Inc,FDAllenGroupInc
,04/19/17 12:18,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,07/01/11 4:26,Tomi Lahren got triggered and yelled at me once,826,695,327193695,NC,Azmar Middleton,AzmarXX
,04/19/17 12:18,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,06/03/11 23:12,| R.I.P Keondre | R.I.P Curtis | 1017 Bricksquad | 410|Long Live Turk| RIP Kelly| RIP Tee|,1774,1023,310547809,MD,Gucci Mane,lil_blackbadazz
,04/19/17 12:17,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,12/22/11 1:24,Ugly Nigga• 8-17 #COLEWORLD,1562,4875,443290131,WI,idk,Styles81700
,04/19/17 12:17,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,05/26/14 20:20,,690,876,2525784260,VA,Im da Pappy,imgutter718
,04/19/17 12:17,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,06/03/10 17:29,Be strong. Be brave. Be fearless. You are never alone. Joshua 1:9,769,345,151551779,MD,G,_MissGodBlessed
,04/19/17 12:17,0,,8.55E+17,261,Twitter Web Client,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,04/13/09 10:42,Radio junkie. WTOP news anchor...mother of 3 terrific kids.,729,762,30843880,DC,Joan Jones WTOP,JoanJWTOP
,04/19/17 12:16,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,03/18/16 17:13,,87,334,7.11E+17,OH,PrinceValiant,PrinceValiant55
,04/19/17 12:16,0,,8.55E+17,261,Twitter Web Client,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,02/03/15 23:18,"Marylander(#DMV) who loves music, movies, sports/UMUC alum/#TeamLeo♌️/☮️💜☔️",241,747,3015687688,MD,Peacediva,peacediva7
,04/19/17 12:16,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,01/20/11 21:44,20|Towson U|#BlackLivesMatter|insta: daddynayy_,1947,759,240843516,MD,Naomi👑✨,xoNayy_xo
,04/19/17 12:16,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,01/30/12 0:09,"Love nature photos, especially birds and landscapes. Hobby photographer. Clinical Social Worker. Weather geek. Dog lover.",723,977,478164218,MD,Ronni Emden,RonniEmden
,04/19/17 12:15,0,,8.55E+17,261,Tweetlogix,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,04/23/10 0:04,The Capricorn Mommy. Music junkie. Steelers lover. Serial Henny drinker.,895,452,136078093,MD,The OG 🇵🇷,iHeart_youKeish
,04/19/17 12:15,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,06/14/10 21:36,Underwater ill motherfucker from the otherside of the game. Food & music connoisseur. Whiskey Drinker. Sci-fi enthusiast. LIVE FROM BADUBOTRON!,2562,983,155700400,NY,"#TurnThisUp, EB!",eb4prez
,04/19/17 12:15,0,,8.55E+17,261,Twitter for Android,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,04/01/09 6:40,Every second of your life is being observed and filmed. Act accordingly.,5899,3170,28064611,AZ,Cat Chi,batsflywest
,04/19/17 12:14,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,02/09/10 15:55,"""You know it's hard out here for a pimp"" - Alexander Hamilton 1797 Reynolds Papers #GoBlue #GoTigers #RaiderNation #StillPayingSallieMae OH to CHI to LA ✈️",528,355,112751614,CA,Lauren Emmerson,A_MaizingBlue
,04/19/17 12:14,0,,8.55E+17,261,TweetDeck,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,07/05/11 17:56,Ancient Hippie,1388,730,329834151,VA,Justin Tyme,JustinTyme5
,04/19/17 12:14,0,,8.55E+17,261,Twitter for iPhone,"RT @shomaristone: 4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,02/11/11 5:35,#GoodLife @DallasCowboys,1772,1187,250489882,MD,Push💴🤙🏾,PushaReg
,04/19/17 12:13,64,,8.55E+17,261,Twitter for iPhone,"4 Girls, 1 Boy Reported Missing in Washington DC over the past three days: Police. #MissingDCkids 
https://t.co/a3RjnQJZ2C",,03/12/11 17:51,"NBC DC Reporter. M-F 11pm. Husband, Dad, @UMICH Alum, Wizards Fan🇺🇸Most Romantic Man in USA: @iamsteveharvey. RT no endorsements https://t.co/FCX2YytfKj",67353,48800,264924050,DC,Shomari Stone,shomaristone
,04/19/17 11:54,0,,8.55E+17,505,Twitter for iPhone,RT @__eolhC: sooo did they ever find the rest of the missing black girls in DC?,,12/19/11 21:45,🇨🇴,1380,231,441229625,MD,-,c0existbrian
,04/19/17 11:38,0,,8.55E+17,3,Twitter for iPhone,RT @MosIndef: We ain't forget. What's up with the DC missing girls epidemic? Has any progress been made? Can we finally identify it as sex…,,08/17/15 14:13,,144,150,3428172545,MD,Z,ZackEssamuah
,04/19/17 11:33,0,,8.55E+17,505,Twitter for iPhone,RT @__eolhC: sooo did they ever find the rest of the missing black girls in DC?,,01/29/11 0:02,20,766,560,244289577,MD,stay gold.,Its_ayanaa
,04/19/17 11:33,0,,8.55E+17,505,Twitter for iPhone,RT @__eolhC: sooo did they ever find the rest of the missing black girls in DC?,,07/11/16 9:15,IG: atl.milan #blacklivesmatter,396,254,7.52E+17,GA,baby moms,atlmilan
,04/19/17 11:27,0,,8.55E+17,505,Twitter for iPhone,RT @__eolhC: sooo did they ever find the rest of the missing black girls in DC?,,07/09/11 17:25,on & on...,2749,1083,332360833,NY,danimals,shaanniyaaa
,04/19/17 11:24,0,,8.55E+17,28,Twitter for iPhone,RT @ZionWilliams16: @_LetMeRock @Tymarahh The black girls missing in DC,,02/09/12 18:39,21. I like nature walks & shit like that.,1878,1863,487775410,LA,Nala,DiorDollBleu
,04/19/17 11:07,0,,8.55E+17,28,Twitter for iPhone,RT @ZionWilliams16: @_LetMeRock @Tymarahh The black girls missing in DC,,12/19/10 12:48,RYU 🇸🇩,1622,363,228342896,CA,F/M ♔,LMayeAO
,04/19/17 10:17,1,,8.55E+17,1,Twibble.io,"4 Girls, 1 Boy Reported Missing in DC, Police Say https://t.co/GZsPRC5A90 https://t.co/SihN73vSNc",,08/15/14 7:33,"Breaking news, weather, traffic and more for Washington. DM us anytime. RTs not endorsements",32143,13963,2743327187,DC,Washington Online,WashingtOnline
,04/19/17 9:56,0,,8.55E+17,505,Twitter for iPhone,RT @__eolhC: sooo did they ever find the rest of the missing black girls in DC?,,03/01/11 20:38,IG: KiyaNayla | #NCCUAlumna ☺️| LakersNation | Mommy of Princess Autumn❤️,2238,1948,259391223,NC,Kiya 💖,I_KeepQuiet
